ObjectId,Country,ISO2,ISO3,Indicator,Unit,Source,CTS_Code,CTS_Name,CTS_Full_Descriptor,F2019
37,"China, P.R.: Mainland",CN,CHN,Exposure,Index,"Peszko, Grzegorz; van der Mensbrugghe, Dominique; Golub, Alexander; Ward, John; Zenghelis, Dimitri; Marijs, Cor; Schopp, Anne; Rogers, John A.; Midgley, Amelia. 2020. Preparedness of Countries to Low-Carbon Transition (Chapter 5). In: Diversification and Cooperation in a Decarbonizing World : Climate Strategies for Fossil Fuel-Dependent Countries. Climate Change and Development. Washington, DC: World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/34011 License: CC BY 3.0 IGO. Accessed on 2021-10-15.",ECFTPE,"Preparedness of Countries for a Low-Carbon Transition; Exposure","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Transition Risks, Preparedness of Countries for a Low-Carbon Transition, Exposure",0.469818588039025
38,"China, P.R.: Mainland",CN,CHN,Resilience,Index,"Peszko, Grzegorz; van der Mensbrugghe, Dominique; Golub, Alexander; Ward, John; Zenghelis, Dimitri; Marijs, Cor; Schopp, Anne; Rogers, John A.; Midgley, Amelia. 2020. Preparedness of Countries to Low-Carbon Transition (Chapter 5). In: Diversification and Cooperation in a Decarbonizing World : Climate Strategies for Fossil Fuel-Dependent Countries. Climate Change and Development. Washington, DC: World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/34011 License: CC BY 3.0 IGO. Accessed on 2021-10-15.",ECFTPR,"Preparedness of Countries for a Low-Carbon Transition; Resilience","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Transition Risks, Preparedness of Countries for a Low-Carbon Transition, Resilience",0.531406290406724
39,Colombia,CO,COL,Exposure,Index,"Peszko, Grzegorz; van der Mensbrugghe, Dominique; Golub, Alexander; Ward, John; Zenghelis, Dimitri; Marijs, Cor; Schopp, Anne; Rogers, John A.; Midgley, Amelia. 2020. Preparedness of Countries to Low-Carbon Transition (Chapter 5). In: Diversification and Cooperation in a Decarbonizing World : Climate Strategies for Fossil Fuel-Dependent Countries. Climate Change and Development. Washington, DC: World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/34011 License: CC BY 3.0 IGO. Accessed on 2021-10-15.",ECFTPE,"Preparedness of Countries for a Low-Carbon Transition; Exposure","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Transition Risks, Preparedness of Countries for a Low-Carbon Transition, Exposure",0.331090205703927
40,Colombia,CO,COL,Resilience,Index,"Peszko, Grzegorz; van der Mensbrugghe, Dominique; Golub, Alexander; Ward, John; Zenghelis, Dimitri; Marijs, Cor; Schopp, Anne; Rogers, John A.; Midgley, Amelia. 2020. Preparedness of Countries to Low-Carbon Transition (Chapter 5). In: Diversification and Cooperation in a Decarbonizing World : Climate Strategies for Fossil Fuel-Dependent Countries. Climate Change and Development. Washington, DC: World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/34011 License: CC BY 3.0 IGO. Accessed on 2021-10-15.",ECFTPR,"Preparedness of Countries for a Low-Carbon Transition; Resilience","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Transition Risks, Preparedness of Countries for a Low-Carbon Transition, Resilience",0.625371558774043
41,"Congo, Rep. of",CG,COG,Exposure,Index,"Peszko, Grzegorz; van der Mensbrugghe, Dominique; Golub, Alexander; Ward, John; Zenghelis, Dimitri; Marijs, Cor; Schopp, Anne; Rogers, John A.; Midgley, Amelia. 2020. Preparedness of Countries to Low-Carbon Transition (Chapter 5). In: Diversification and Cooperation in a Decarbonizing World : Climate Strategies for Fossil Fuel-Dependent Countries. Climate Change and Development. Washington, DC: World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/34011 License: CC BY 3.0 IGO. Accessed on 2021-10-15.",ECFTPE,"Preparedness of Countries for a Low-Carbon Transition; Exposure","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Transition Risks, Preparedness of Countries for a Low-Carbon Transition, Exposure",0.563836194124219
42,"Congo, Rep. of",CG,COG,Resilience,Index,"Peszko, Grzegorz; van der Mensbrugghe, Dominique; Golub, Alexander; Ward, John; Zenghelis, Dimitri; Marijs, Cor; Schopp, Anne; Rogers, John A.; Midgley, Amelia. 2020. Preparedness of Countries to Low-Carbon Transition (Chapter 5). In: Diversification and Cooperation in a Decarbonizing World : Climate Strategies for Fossil Fuel-Dependent Countries. Climate Change and Development. Washington, DC: World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/34011 License: CC BY 3.0 IGO. Accessed on 2021-10-15.",ECFTPR,"Preparedness of Countries for a Low-Carbon Transition; Resilience","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Transition Risks, Preparedness of Countries for a Low-Carbon Transition, Resilience",0.782357381266689
43,Costa Rica,CR,CRI,Exposure,Index,"Peszko, Grzegorz; van der Mensbrugghe, Dominique; Golub, Alexander; Ward, John; Zenghelis, Dimitri; Marijs, Cor; Schopp, Anne; Rogers, John A.; Midgley, Amelia. 2020. Preparedness of Countries to Low-Carbon Transition (Chapter 5). In: Diversification and Cooperation in a Decarbonizing World : Climate Strategies for Fossil Fuel-Dependent Countries. Climate Change and Development. Washington, DC: World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/34011 License: CC BY 3.0 IGO. Accessed on 2021-10-15.",ECFTPE,"Preparedness of Countries for a Low-Carbon Transition; Exposure","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Transition Risks, Preparedness of Countries for a Low-Carbon Transition, Exposure",0.216587347083936
44,Costa Rica,CR,CRI,Resilience,Index,"Peszko, Grzegorz; van der Mensbrugghe, Dominique; Golub, Alexander; Ward, John; Zenghelis, Dimitri; Marijs, Cor; Schopp, Anne; Rogers, John A.; Midgley, Amelia. 2020. Preparedness of Countries to Low-Carbon Transition (Chapter 5). In: Diversification and Cooperation in a Decarbonizing World : Climate Strategies for Fossil Fuel-Dependent Countries. Climate Change and Development. Washington, DC: World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/34011 License: CC BY 3.0 IGO. Accessed on 2021-10-15.",ECFTPR,"Preparedness of Countries for a Low-Carbon Transition; Resilience","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Transition Risks, Preparedness of Countries for a Low-Carbon Transition, Resilience",0.552722287880126
45,Côte d'Ivoire,CI,CIV,Exposure,Index,"Peszko, Grzegorz; van der Mensbrugghe, Dominique; Golub, Alexander; Ward, John; Zenghelis, Dimitri; Marijs, Cor; Schopp, Anne; Rogers, John A.; Midgley, Amelia. 2020. Preparedness of Countries to Low-Carbon Transition (Chapter 5). In: Diversification and Cooperation in a Decarbonizing World : Climate Strategies for Fossil Fuel-Dependent Countries. Climate Change and Development. Washington, DC: World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/34011 License: CC BY 3.0 IGO. Accessed on 2021-10-15.",ECFTPE,"Preparedness of Countries for a Low-Carbon Transition; Exposure","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Transition Risks, Preparedness of Countries for a Low-Carbon Transition, Exposure",0.328428272024814
46,Côte d'Ivoire,CI,CIV,Resilience,Index,"Peszko, Grzegorz; van der Mensbrugghe, Dominique; Golub, Alexander; Ward, John; Zenghelis, Dimitri; Marijs, Cor; Schopp, Anne; Rogers, John A.; Midgley, Amelia. 2020. Preparedness of Countries to Low-Carbon Transition (Chapter 5). In: Diversification and Cooperation in a Decarbonizing World : Climate Strategies for Fossil Fuel-Dependent Countries. Climate Change and Development. Washington, DC: World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/34011 License: CC BY 3.0 IGO. Accessed on 2021-10-15.",ECFTPR,"Preparedness of Countries for a Low-Carbon Transition; Resilience","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Transition Risks, Preparedness of Countries for a Low-Carbon Transition, Resilience",0.800706770233494
47,"Croatia, Rep. of",HR,HRV,Exposure,Index,"Peszko, Grzegorz; van der Mensbrugghe, Dominique; Golub, Alexander; Ward, John; Zenghelis, Dimitri; Marijs, Cor; Schopp, Anne; Rogers, John A.; Midgley, Amelia. 2020. Preparedness of Countries to Low-Carbon Transition (Chapter 5). In: Diversification and Cooperation in a Decarbonizing World : Climate Strategies for Fossil Fuel-Dependent Countries. Climate Change and Development. Washington, DC: World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/34011 License: CC BY 3.0 IGO. Accessed on 2021-10-15.",ECFTPE,"Preparedness of Countries for a Low-Carbon Transition; Exposure","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Transition Risks, Preparedness of Countries for a Low-Carbon Transition, Exposure",0.263894158659625
48,"Croatia, Rep. of",HR,HRV,Resilience,Index,"Peszko, Grzegorz; van der Mensbrugghe, Dominique; Golub, Alexander; Ward, John; Zenghelis, Dimitri; Marijs, Cor; Schopp, Anne; Rogers, John A.; Midgley, Amelia. 2020. Preparedness of Countries to Low-Carbon Transition (Chapter 5). In: Diversification and Cooperation in a Decarbonizing World : Climate Strategies for Fossil Fuel-Dependent Countries. Climate Change and Development. Washington, DC: World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/34011 License: CC BY 3.0 IGO. Accessed on 2021-10-15.",ECFTPR,"Preparedness of Countries for a Low-Carbon Transition; Resilience","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Transition Risks, Preparedness of Countries for a Low-Carbon Transition, Resilience",0.518342714383554
49,Czech Rep.,CZ,CZE,Exposure,Index,"Peszko, Grzegorz; van der Mensbrugghe, Dominique; Golub, Alexander; Ward, John; Zenghelis, Dimitri; Marijs, Cor; Schopp, Anne; Rogers, John A.; Midgley, Amelia. 2020. Preparedness of Countries to Low-Carbon Transition (Chapter 5). In: Diversification and Cooperation in a Decarbonizing World : Climate Strategies for Fossil Fuel-Dependent Countries. Climate Change and Development. Washington, DC: World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/34011 License: CC BY 3.0 IGO. Accessed on 2021-10-15.",ECFTPE,"Preparedness of Countries for a Low-Carbon Transition; Exposure","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Transition Risks, Preparedness of Countries for a Low-Carbon Transition, Exposure",0.284876614486392
50,Czech Rep.,CZ,CZE,Resilience,Index,"Peszko, Grzegorz; van der Mensbrugghe, Dominique; Golub, Alexander; Ward, John; Zenghelis, Dimitri; Marijs, Cor; Schopp, Anne; Rogers, John A.; Midgley, Amelia. 2020. Preparedness of Countries to Low-Carbon Transition (Chapter 5). In: Diversification and Cooperation in a Decarbonizing World : Climate Strategies for Fossil Fuel-Dependent Countries. Climate Change and Development. Washington, DC: World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/34011 License: CC BY 3.0 IGO. Accessed on 2021-10-15.",ECFTPR,"Preparedness of Countries for a Low-Carbon Transition; Resilience","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Transition Risks, Preparedness of Countries for a Low-Carbon Transition, Resilience",0.436791828932458
51,Denmark,DK,DNK,Exposure,Index,"Peszko, Grzegorz; van der Mensbrugghe, Dominique; Golub, Alexander; Ward, John; Zenghelis, Dimitri; Marijs, Cor; Schopp, Anne; Rogers, John A.; Midgley, Amelia. 2020. Preparedness of Countries to Low-Carbon Transition (Chapter 5). In: Diversification and Cooperation in a Decarbonizing World : Climate Strategies for Fossil Fuel-Dependent Countries. Climate Change and Development. Washington, DC: World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/34011 License: CC BY 3.0 IGO. Accessed on 2021-10-15.",ECFTPE,"Preparedness of Countries for a Low-Carbon Transition; Exposure","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Transition Risks, Preparedness of Countries for a Low-Carbon Transition, Exposure",0.290146909658647
52,Denmark,DK,DNK,Resilience,Index,"Peszko, Grzegorz; van der Mensbrugghe, Dominique; Golub, Alexander; Ward, John; Zenghelis, Dimitri; Marijs, Cor; Schopp, Anne; Rogers, John A.; Midgley, Amelia. 2020. Preparedness of Countries to Low-Carbon Transition (Chapter 5). In: Diversification and Cooperation in a Decarbonizing World : Climate Strategies for Fossil Fuel-Dependent Countries. Climate Change and Development. Washington, DC: World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/34011 License: CC BY 3.0 IGO. Accessed on 2021-10-15.",ECFTPR,"Preparedness of Countries for a Low-Carbon Transition; Resilience","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Transition Risks, Preparedness of Countries for a Low-Carbon Transition, Resilience",0.269123053419608
53,Dominican Rep.,DO,DOM,Exposure,Index,"Peszko, Grzegorz; van der Mensbrugghe, Dominique; Golub, Alexander; Ward, John; Zenghelis, Dimitri; Marijs, Cor; Schopp, Anne; Rogers, John A.; Midgley, Amelia. 2020. Preparedness of Countries to Low-Carbon Transition (Chapter 5). In: Diversification and Cooperation in a Decarbonizing World : Climate Strategies for Fossil Fuel-Dependent Countries. Climate Change and Development. Washington, DC: World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/34011 License: CC BY 3.0 IGO. Accessed on 2021-10-15.",ECFTPE,"Preparedness of Countries for a Low-Carbon Transition; Exposure","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Transition Risks, Preparedness of Countries for a Low-Carbon Transition, Exposure",0.29412231231483
54,Dominican Rep.,DO,DOM,Resilience,Index,"Peszko, Grzegorz; van der Mensbrugghe, Dominique; Golub, Alexander; Ward, John; Zenghelis, Dimitri; Marijs, Cor; Schopp, Anne; Rogers, John A.; Midgley, Amelia. 2020. Preparedness of Countries to Low-Carbon Transition (Chapter 5). In: Diversification and Cooperation in a Decarbonizing World : Climate Strategies for Fossil Fuel-Dependent Countries. Climate Change and Development. Washington, DC: World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/34011 License: CC BY 3.0 IGO. Accessed on 2021-10-15.",ECFTPR,"Preparedness of Countries for a Low-Carbon Transition; Resilience","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Transition Risks, Preparedness of Countries for a Low-Carbon Transition, Resilience",0.677940277253056
55,Ecuador,EC,ECU,Exposure,Index,"Peszko, Grzegorz; van der Mensbrugghe, Dominique; Golub, Alexander; Ward, John; Zenghelis, Dimitri; Marijs, Cor; Schopp, Anne; Rogers, John A.; Midgley, Amelia. 2020. Preparedness of Countries to Low-Carbon Transition (Chapter 5). In: Diversification and Cooperation in a Decarbonizing World : Climate Strategies for Fossil Fuel-Dependent Countries. Climate Change and Development. Washington, DC: World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/34011 License: CC BY 3.0 IGO. Accessed on 2021-10-15.",ECFTPE,"Preparedness of Countries for a Low-Carbon Transition; Exposure","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Transition Risks, Preparedness of Countries for a Low-Carbon Transition, Exposure",0.320626785736806
56,Ecuador,EC,ECU,Resilience,Index,"Peszko, Grzegorz; van der Mensbrugghe, Dominique; Golub, Alexander; Ward, John; Zenghelis, Dimitri; Marijs, Cor; Schopp, Anne; Rogers, John A.; Midgley, Amelia. 2020. Preparedness of Countries to Low-Carbon Transition (Chapter 5). In: Diversification and Cooperation in a Decarbonizing World : Climate Strategies for Fossil Fuel-Dependent Countries. Climate Change and Development. Washington, DC: World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/34011 License: CC BY 3.0 IGO. Accessed on 2021-10-15.",ECFTPR,"Preparedness of Countries for a Low-Carbon Transition; Resilience","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Transition Risks, Preparedness of Countries for a Low-Carbon Transition, Resilience",0.686466116806819
57,"Egypt, Arab Rep. of",EG,EGY,Exposure,Index,"Peszko, Grzegorz; van der Mensbrugghe, Dominique; Golub, Alexander; Ward, John; Zenghelis, Dimitri; Marijs, Cor; Schopp, Anne; Rogers, John A.; Midgley, Amelia. 2020. Preparedness of Countries to Low-Carbon Transition (Chapter 5). In: Diversification and Cooperation in a Decarbonizing World : Climate Strategies for Fossil Fuel-Dependent Countries. Climate Change and Development. Washington, DC: World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/34011 License: CC BY 3.0 IGO. Accessed on 2021-10-15.",ECFTPE,"Preparedness of Countries for a Low-Carbon Transition; Exposure","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Transition Risks, Preparedness of Countries for a Low-Carbon Transition, Exposure",0.387610056658909
58,"Egypt, Arab Rep. of",EG,EGY,Resilience,Index,"Peszko, Grzegorz; van der Mensbrugghe, Dominique; Golub, Alexander; Ward, John; Zenghelis, Dimitri; Marijs, Cor; Schopp, Anne; Rogers, John A.; Midgley, Amelia. 2020. Preparedness of Countries to Low-Carbon Transition (Chapter 5). In: Diversification and Cooperation in a Decarbonizing World : Climate Strategies for Fossil Fuel-Dependent Countries. Climate Change and Development. Washington, DC: World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/34011 License: CC BY 3.0 IGO. Accessed on 2021-10-15.",ECFTPR,"Preparedness of Countries for a Low-Carbon Transition; Resilience","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Transition Risks, Preparedness of Countries for a Low-Carbon Transition, Resilience",0.824287500227171
59,El Salvador,SV,SLV,Exposure,Index,"Peszko, Grzegorz; van der Mensbrugghe, Dominique; Golub, Alexander; Ward, John; Zenghelis, Dimitri; Marijs, Cor; Schopp, Anne; Rogers, John A.; Midgley, Amelia. 2020. Preparedness of Countries to Low-Carbon Transition (Chapter 5). In: Diversification and Cooperation in a Decarbonizing World : Climate Strategies for Fossil Fuel-Dependent Countries. Climate Change and Development. Washington, DC: World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/34011 License: CC BY 3.0 IGO. Accessed on 2021-10-15.",ECFTPE,"Preparedness of Countries for a Low-Carbon Transition; Exposure","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Transition Risks, Preparedness of Countries for a Low-Carbon Transition, Exposure",0.253795698075799
60,El Salvador,SV,SLV,Resilience,Index,"Peszko, Grzegorz; van der Mensbrugghe, Dominique; Golub, Alexander; Ward, John; Zenghelis, Dimitri; Marijs, Cor; Schopp, Anne; Rogers, John A.; Midgley, Amelia. 2020. Preparedness of Countries to Low-Carbon Transition (Chapter 5). In: Diversification and Cooperation in a Decarbonizing World : Climate Strategies for Fossil Fuel-Dependent Countries. Climate Change and Development. Washington, DC: World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/34011 License: CC BY 3.0 IGO. Accessed on 2021-10-15.",ECFTPR,"Preparedness of Countries for a Low-Carbon Transition; Resilience","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Transition Risks, Preparedness of Countries for a Low-Carbon Transition, Resilience",0.664226051925961
61,"Equatorial Guinea, Rep. of",GQ,GNQ,Exposure,Index,"Peszko, Grzegorz; van der Mensbrugghe, Dominique; Golub, Alexander; Ward, John; Zenghelis, Dimitri; Marijs, Cor; Schopp, Anne; Rogers, John A.; Midgley, Amelia. 2020. Preparedness of Countries to Low-Carbon Transition (Chapter 5). In: Diversification and Cooperation in a Decarbonizing World : Climate Strategies for Fossil Fuel-Dependent Countries. Climate Change and Development. Washington, DC: World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/34011 License: CC BY 3.0 IGO. Accessed on 2021-10-15.",ECFTPE,"Preparedness of Countries for a Low-Carbon Transition; Exposure","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Transition Risks, Preparedness of Countries for a Low-Carbon Transition, Exposure",0.652576335172085
62,"Equatorial Guinea, Rep. of",GQ,GNQ,Resilience,Index,"Peszko, Grzegorz; van der Mensbrugghe, Dominique; Golub, Alexander; Ward, John; Zenghelis, Dimitri; Marijs, Cor; Schopp, Anne; Rogers, John A.; Midgley, Amelia. 2020. Preparedness of Countries to Low-Carbon Transition (Chapter 5). In: Diversification and Cooperation in a Decarbonizing World : Climate Strategies for Fossil Fuel-Dependent Countries. Climate Change and Development. Washington, DC: World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/34011 License: CC BY 3.0 IGO. Accessed on 2021-10-15.",ECFTPR,"Preparedness of Countries for a Low-Carbon Transition; Resilience","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Transition Risks, Preparedness of Countries for a Low-Carbon Transition, Resilience",0.858307480461863
63,"Estonia, Rep. of",EE,EST,Exposure,Index,"Peszko, Grzegorz; van der Mensbrugghe, Dominique; Golub, Alexander; Ward, John; Zenghelis, Dimitri; Marijs, Cor; Schopp, Anne; Rogers, John A.; Midgley, Amelia. 2020. Preparedness of Countries to Low-Carbon Transition (Chapter 5). In: Diversification and Cooperation in a Decarbonizing World : Climate Strategies for Fossil Fuel-Dependent Countries. Climate Change and Development. Washington, DC: World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/34011 License: CC BY 3.0 IGO. Accessed on 2021-10-15.",ECFTPE,"Preparedness of Countries for a Low-Carbon Transition; Exposure","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Transition Risks, Preparedness of Countries for a Low-Carbon Transition, Exposure",0.289546376038647
64,"Estonia, Rep. of",EE,EST,Resilience,Index,"Peszko, Grzegorz; van der Mensbrugghe, Dominique; Golub, Alexander; Ward, John; Zenghelis, Dimitri; Marijs, Cor; Schopp, Anne; Rogers, John A.; Midgley, Amelia. 2020. Preparedness of Countries to Low-Carbon Transition (Chapter 5). In: Diversification and Cooperation in a Decarbonizing World : Climate Strategies for Fossil Fuel-Dependent Countries. Climate Change and Development. Washington, DC: World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/34011 License: CC BY 3.0 IGO. Accessed on 2021-10-15.",ECFTPR,"Preparedness of Countries for a Low-Carbon Transition; Resilience","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Transition Risks, Preparedness of Countries for a Low-Carbon Transition, Resilience",0.381189424704348
65,Finland,FI,FIN,Exposure,Index,"Peszko, Grzegorz; van der Mensbrugghe, Dominique; Golub, Alexander; Ward, John; Zenghelis, Dimitri; Marijs, Cor; Schopp, Anne; Rogers, John A.; Midgley, Amelia. 2020. Preparedness of Countries to Low-Carbon Transition (Chapter 5). In: Diversification and Cooperation in a Decarbonizing World : Climate Strategies for Fossil Fuel-Dependent Countries. Climate Change and Development. Washington, DC: World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/34011 License: CC BY 3.0 IGO. Accessed on 2021-10-15.",ECFTPE,"Preparedness of Countries for a Low-Carbon Transition; Exposure","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Transition Risks, Preparedness of Countries for a Low-Carbon Transition, Exposure",0.258191500519254
66,Finland,FI,FIN,Resilience,Index,"Peszko, Grzegorz; van der Mensbrugghe, Dominique; Golub, Alexander; Ward, John; Zenghelis, Dimitri; Marijs, Cor; Schopp, Anne; Rogers, John A.; Midgley, Amelia. 2020. Preparedness of Countries to Low-Carbon Transition (Chapter 5). In: Diversification and Cooperation in a Decarbonizing World : Climate Strategies for Fossil Fuel-Dependent Countries. Climate Change and Development. Washington, DC: World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/34011 License: CC BY 3.0 IGO. Accessed on 2021-10-15.",ECFTPR,"Preparedness of Countries for a Low-Carbon Transition; Resilience","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Transition Risks, Preparedness of Countries for a Low-Carbon Transition, Resilience",0.261974855631461
67,France,FR,FRA,Exposure,Index,"Peszko, Grzegorz; van der Mensbrugghe, Dominique; Golub, Alexander; Ward, John; Zenghelis, Dimitri; Marijs, Cor; Schopp, Anne; Rogers, John A.; Midgley, Amelia. 2020. Preparedness of Countries to Low-Carbon Transition (Chapter 5). In: Diversification and Cooperation in a Decarbonizing World : Climate Strategies for Fossil Fuel-Dependent Countries. Climate Change and Development. Washington, DC: World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/34011 License: CC BY 3.0 IGO. Accessed on 2021-10-15.",ECFTPE,"Preparedness of Countries for a Low-Carbon Transition; Exposure","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Transition Risks, Preparedness of Countries for a Low-Carbon Transition, Exposure",0.260058698336489
68,France,FR,FRA,Resilience,Index,"Peszko, Grzegorz; van der Mensbrugghe, Dominique; Golub, Alexander; Ward, John; Zenghelis, Dimitri; Marijs, Cor; Schopp, Anne; Rogers, John A.; Midgley, Amelia. 2020. Preparedness of Countries to Low-Carbon Transition (Chapter 5). In: Diversification and Cooperation in a Decarbonizing World : Climate Strategies for Fossil Fuel-Dependent Countries. Climate Change and Development. Washington, DC: World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/34011 License: CC BY 3.0 IGO. Accessed on 2021-10-15.",ECFTPR,"Preparedness of Countries for a Low-Carbon Transition; Resilience","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Transition Risks, Preparedness of Countries for a Low-Carbon Transition, Resilience",0.365285585478248
69,Germany,DE,DEU,Exposure,Index,"Peszko, Grzegorz; van der Mensbrugghe, Dominique; Golub, Alexander; Ward, John; Zenghelis, Dimitri; Marijs, Cor; Schopp, Anne; Rogers, John A.; Midgley, Amelia. 2020. Preparedness of Countries to Low-Carbon Transition (Chapter 5). In: Diversification and Cooperation in a Decarbonizing World : Climate Strategies for Fossil Fuel-Dependent Countries. Climate Change and Development. Washington, DC: World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/34011 License: CC BY 3.0 IGO. Accessed on 2021-10-15.",ECFTPE,"Preparedness of Countries for a Low-Carbon Transition; Exposure","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Transition Risks, Preparedness of Countries for a Low-Carbon Transition, Exposure",0.28761023671895
70,Germany,DE,DEU,Resilience,Index,"Peszko, Grzegorz; van der Mensbrugghe, Dominique; Golub, Alexander; Ward, John; Zenghelis, Dimitri; Marijs, Cor; Schopp, Anne; Rogers, John A.; Midgley, Amelia. 2020. Preparedness of Countries to Low-Carbon Transition (Chapter 5). In: Diversification and Cooperation in a Decarbonizing World : Climate Strategies for Fossil Fuel-Dependent Countries. Climate Change and Development. Washington, DC: World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/34011 License: CC BY 3.0 IGO. Accessed on 2021-10-15.",ECFTPR,"Preparedness of Countries for a Low-Carbon Transition; Resilience","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Transition Risks, Preparedness of Countries for a Low-Carbon Transition, Resilience",0.253917239749313
71,Ghana,GH,GHA,Exposure,Index,"Peszko, Grzegorz; van der Mensbrugghe, Dominique; Golub, Alexander; Ward, John; Zenghelis, Dimitri; Marijs, Cor; Schopp, Anne; Rogers, John A.; Midgley, Amelia. 2020. Preparedness of Countries to Low-Carbon Transition (Chapter 5). In: Diversification and Cooperation in a Decarbonizing World : Climate Strategies for Fossil Fuel-Dependent Countries. Climate Change and Development. Washington, DC: World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/34011 License: CC BY 3.0 IGO. Accessed on 2021-10-15.",ECFTPE,"Preparedness of Countries for a Low-Carbon Transition; Exposure","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Transition Risks, Preparedness of Countries for a Low-Carbon Transition, Exposure",0.472309781884053
72,Ghana,GH,GHA,Resilience,Index,"Peszko, Grzegorz; van der Mensbrugghe, Dominique; Golub, Alexander; Ward, John; Zenghelis, Dimitri; Marijs, Cor; Schopp, Anne; Rogers, John A.; Midgley, Amelia. 2020. Preparedness of Countries to Low-Carbon Transition (Chapter 5). In: Diversification and Cooperation in a Decarbonizing World : Climate Strategies for Fossil Fuel-Dependent Countries. Climate Change and Development. Washington, DC: World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/34011 License: CC BY 3.0 IGO. Accessed on 2021-10-15.",ECFTPR,"Preparedness of Countries for a Low-Carbon Transition; Resilience","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Transition Risks, Preparedness of Countries for a Low-Carbon Transition, Resilience",0.821412731698046
