topic,data,year,value,metric,ten_year_change
Access to Internet,% of global population,2014,38,%,107%
Access to Internet,% of global population,2015,40,%,107%
Access to Internet,% of global population,2016,43,%,107%
Access to Internet,% of global population,2017,46,%,107%
Access to Internet,% of global population,2018,49,%,107%
Access to Internet,% of global population,2019,54,%,107%
Access to Internet,% of global population,2020,60,%,107%
Access to Internet,% of global population,2021,NA,%,107%
People Using At Least Basic Drinking Water,,2009,85.7,%,4%
People Using At Least Basic Drinking Water,,2010,86.2,%,4%
People Using At Least Basic Drinking Water,,2011,86.5,%,4%
People Using At Least Basic Drinking Water,,2012,86.9,%,4%
People Using At Least Basic Drinking Water,,2013,87.4,%,4%
People Using At Least Basic Drinking Water,,2014,87.8,%,4%
People Using At Least Basic Drinking Water,,2015,88.2,%,4%
People Using At Least Basic Drinking Water,,2016,88.6,%,4%
People Using At Least Basic Drinking Water,,2017,88.9,%,4%
People Using At Least Basic Drinking Water,,2018,89.3,%,4%
People Using At Least Basic Drinking Water,,2019,89.7,%,4%
People Using At Least Basic Drinking Water,,2020,90,%,4%
People Using At Least Basic Drinking Water,,2021,NA,%,4%
Access to safely managed Sanitation,% of global population,2009,38.5,%,35%
Access to safely managed Sanitation,% of global population,2010,40,%,35%
Access to safely managed Sanitation,% of global population,2011,41.3,%,35%
Access to safely managed Sanitation,% of global population,2012,42.8,%,35%
Access to safely managed Sanitation,% of global population,2013,44.2,%,35%
Access to safely managed Sanitation,% of global population,2014,45.7,%,35%
Access to safely managed Sanitation,% of global population,2015,47.1,%,35%
Access to safely managed Sanitation,% of global population,2016,48.6,%,35%
Access to safely managed Sanitation,% of global population,2017,50.1,%,35%
Access to safely managed Sanitation,% of global population,2018,51.6,%,35%
Access to safely managed Sanitation,% of global population,2019,53,%,35%
Access to safely managed Sanitation,% of global population,2020,54,%,35%
Access to safely managed Sanitation,% of global population,2021,NA,%,35%
Life Expectancy,life expectancy at birth,2009,69.8,years,3%
Life Expectancy,life expectancy at birth,2010,70.1,years,3%
Life Expectancy,life expectancy at birth,2011,70.5,years,3%
Life Expectancy,life expectancy at birth,2012,70.9,years,3%
Life Expectancy,life expectancy at birth,2013,71.2,years,3%
Life Expectancy,life expectancy at birth,2014,71.6,years,3%
Life Expectancy,life expectancy at birth,2015,71.8,years,3%
Life Expectancy,life expectancy at birth,2016,72.1,years,3%
Life Expectancy,life expectancy at birth,2017,72.3,years,3%
Life Expectancy,life expectancy at birth,2018,72.6,years,3%
Life Expectancy,life expectancy at birth,2019,72.8,years,3%
Life Expectancy,life expectancy at birth,2020,72,years,3%
Life Expectancy,life expectancy at birth,2021,71,years,3%
Hunger,prevalence of undernourishment (% of population),2009,9.8,%,8%
Hunger,prevalence of undernourishment (% of population),2010,8.6,%,8%
Hunger,prevalence of undernourishment (% of population),2011,8.3,%,8%
Hunger,prevalence of undernourishment (% of population),2012,8.2,%,8%
Hunger,prevalence of undernourishment (% of population),2013,7.9,%,8%
Hunger,prevalence of undernourishment (% of population),2014,7.8,%,8%
Hunger,prevalence of undernourishment (% of population),2015,8,%,8%
Hunger,prevalence of undernourishment (% of population),2016,7.8,%,8%
Hunger,prevalence of undernourishment (% of population),2017,7.6,%,8%
Hunger,prevalence of undernourishment (% of population),2018,7.7,%,8%
Hunger,prevalence of undernourishment (% of population),2019,8,%,8%
Hunger,prevalence of undernourishment (% of population),2020,9.3,%,8%
Hunger,prevalence of undernourishment (% of population),2021,NA,%,8%
Air Pollution,share exposed to air pollution above WHO limits,2009,NA,%,
Air Pollution,share exposed to air pollution above WHO limits,2010,95.1,%,
Air Pollution,share exposed to air pollution above WHO limits,2011,95.8,%,
Air Pollution,share exposed to air pollution above WHO limits,2012,94.5,%,
Air Pollution,share exposed to air pollution above WHO limits,2013,93.7,%,
Air Pollution,share exposed to air pollution above WHO limits,2014,92.7,%,
Air Pollution,share exposed to air pollution above WHO limits,2015,92.6,%,
Air Pollution,share exposed to air pollution above WHO limits,2016,91.3,%,
Air Pollution,share exposed to air pollution above WHO limits,2017,91.3,%,
Air Pollution,share exposed to air pollution above WHO limits,2018,NA,%,
Air Pollution,share exposed to air pollution above WHO limits,2019,NA,%,
Air Pollution,share exposed to air pollution above WHO limits,2020,NA,%,
Air Pollution,share exposed to air pollution above WHO limits,2021,NA,%,
Road Safety,Road traffic death rate,2009,NA,"per 100,000 population",-9%
Road Safety,Road traffic death rate,2010,18.3,"per 100,000 population",-9%
Road Safety,Road traffic death rate,2011,18.2,"per 100,000 population",-9%
Road Safety,Road traffic death rate,2012,18.2,"per 100,000 population",-9%
Road Safety,Road traffic death rate,2013,18,"per 100,000 population",-9%
Road Safety,Road traffic death rate,2014,17.5,"per 100,000 population",-9%
Road Safety,Road traffic death rate,2015,17.2,"per 100,000 population",-9%
Road Safety,Road traffic death rate,2016,17,"per 100,000 population",-9%
Road Safety,Road traffic death rate,2017,16.9,"per 100,000 population",-9%
Road Safety,Road traffic death rate,2018,16.7,"per 100,000 population",-9%
Road Safety,Road traffic death rate,2019,16.7,"per 100,000 population",-9%
Road Safety,Road traffic death rate,2020,16.7,"per 100,000 population",-9%
Road Safety,Road traffic death rate,2021,NA,"per 100,000 population",-9%
Happy Planet Index,Average Happy Planet Index,2009,44,,6%
Happy Planet Index,Average Happy Planet Index,2010,43.6,,6%
Happy Planet Index,Average Happy Planet Index,2011,44,,6%
Happy Planet Index,Average Happy Planet Index,2012,44.1,,6%
Happy Planet Index,Average Happy Planet Index,2013,44,,6%
Happy Planet Index,Average Happy Planet Index,2014,44.6,,6%
Happy Planet Index,Average Happy Planet Index,2015,44.3,,6%
Happy Planet Index,Average Happy Planet Index,2016,44.5,,6%
Happy Planet Index,Average Happy Planet Index,2017,44.3,,6%
Happy Planet Index,Average Happy Planet Index,2018,44.2,,6%
Happy Planet Index,Average Happy Planet Index,2019,44.1,,6%
Happy Planet Index,Average Happy Planet Index,2020,46,,6%
Happy Planet Index,Average Happy Planet Index,2021,NA,,6%
Literacy,% of global population,2009,84,%,4%
Literacy,% of global population,2010,84,%,4%
Literacy,% of global population,2011,84,%,4%
Literacy,% of global population,2012,85,%,4%
Literacy,% of global population,2013,85,%,4%
Literacy,% of global population,2014,85,%,4%
Literacy,% of global population,2015,86,%,4%
Literacy,% of global population,2016,86,%,4%
Literacy,% of global population,2017,86,%,4%
Literacy,% of global population,2018,86,%,4%
Literacy,% of global population,2019,86,%,4%
Literacy,% of global population,2020,87,%,4%
Literacy,% of global population,2021,NA,%,4%
Human Development Index,HDI,2009,0.69,,5%
Human Development Index,HDI,2010,0.697,,5%
Human Development Index,HDI,2011,0.704,,5%
Human Development Index,HDI,2012,0.709,,5%
Human Development Index,HDI,2013,0.714,,5%
Human Development Index,HDI,2014,0.72,,5%
Human Development Index,HDI,2015,0.724,,5%
Human Development Index,HDI,2016,0.729,,5%
Human Development Index,HDI,2017,0.733,,5%
Human Development Index,HDI,2018,0.736,,5%
Human Development Index,HDI,2019,0.739,,5%
Human Development Index,HDI,2020,0.735,,5%
Human Development Index,HDI,2021,0.732,,5%
Global Literacy Rate,,2009,83.6,,3%
Global Literacy Rate,,2010,84.02,,3%
Global Literacy Rate,,2011,84.3,,3%
Global Literacy Rate,,2012,84.7,,3%
Global Literacy Rate,,2013,84.9,,3%
Global Literacy Rate,,2014,85.4,,3%
Global Literacy Rate,,2015,85.5,,3%
Global Literacy Rate,,2016,86,,3%
Global Literacy Rate,,2017,86.2,,3%
Global Literacy Rate,,2018,86.3,,3%
Global Literacy Rate,,2019,86.5,,3%
Global Literacy Rate,,2020,86.7,,3%
Global Literacy Rate,,2021,NA,,3%
Global Female Adult Literacy Rate,,2009,79.1,%,
Global Female Adult Literacy Rate,,2010,79.8,%,
Global Female Adult Literacy Rate,,2011,80.2,%,
Global Female Adult Literacy Rate,,2012,80.7,%,
Global Female Adult Literacy Rate,,2013,80.9,%,
Global Female Adult Literacy Rate,,2014,81.5,%,
Global Female Adult Literacy Rate,,2015,81.8,%,
Global Female Adult Literacy Rate,,2016,82.3,%,
Global Female Adult Literacy Rate,,2017,82.6,%,
Global Female Adult Literacy Rate,,2018,82.7,%,
Global Female Adult Literacy Rate,,2019,83,%,
Global Female Adult Literacy Rate,,2020,83.3,%,
Global Female Adult Literacy Rate,,2021,NA,%,
Global Male Adult Literacy Rate,,2009,88.19,%,
Global Male Adult Literacy Rate,,2010,88.25,%,
Global Male Adult Literacy Rate,,2011,88.36999999999999,%,
Global Male Adult Literacy Rate,,2012,88.78,%,
Global Male Adult Literacy Rate,,2013,88.93,%,
Global Male Adult Literacy Rate,,2014,89.21000000000001,%,
Global Male Adult Literacy Rate,,2015,89.33,%,
Global Male Adult Literacy Rate,,2016,89.67999999999999,%,
Global Male Adult Literacy Rate,,2017,89.8,%,
Global Male Adult Literacy Rate,,2018,89.78,%,
Global Male Adult Literacy Rate,,2019,89.93,%,
Global Male Adult Literacy Rate,,2020,90.06,%,
Global Male Adult Literacy Rate,,2021,NA,%,
Gap between Male & Female Adult Literacy,,2009,8.8,,
Gap between Male & Female Adult Literacy,,2010,8.2,,
Gap between Male & Female Adult Literacy,,2011,7.7,,
Gap between Male & Female Adult Literacy,,2012,7.8,,
Gap between Male & Female Adult Literacy,,2013,7.7,,
Gap between Male & Female Adult Literacy,,2014,7.5,,
Gap between Male & Female Adult Literacy,,2015,7.4,,
Gap between Male & Female Adult Literacy,,2016,7.2,,
Gap between Male & Female Adult Literacy,,2017,7.4,,
Gap between Male & Female Adult Literacy,,2018,NA,,
Gap between Male & Female Adult Literacy,,2019,NA,,
Gap between Male & Female Adult Literacy,,2020,NA,,
Gap between Male & Female Adult Literacy,,2021,NA,,
% of Girls Not in Primary School,% of girls of primary school age,2009,9.77,,0%
% of Girls Not in Primary School,% of girls of primary school age,2010,9.58,,0%
% of Girls Not in Primary School,% of girls of primary school age,2011,9.41,,0%
% of Girls Not in Primary School,% of girls of primary school age,2012,9.29,,0%
% of Girls Not in Primary School,% of girls of primary school age,2013,9.09,,0%
% of Girls Not in Primary School,% of girls of primary school age,2014,9.59,,0%
% of Girls Not in Primary School,% of girls of primary school age,2015,9.870000000000001,,0%
% of Girls Not in Primary School,% of girls of primary school age,2016,9.719999999999999,,0%
% of Girls Not in Primary School,% of girls of primary school age,2017,9.7,,0%
% of Girls Not in Primary School,% of girls of primary school age,2018,9.6,,0%
% of Girls Not in Primary School,% of girls of primary school age,2019,9.61,,0%
% of Girls Not in Primary School,% of girls of primary school age,2020,9.56,,0%
% of Girls Not in Primary School,% of girls of primary school age,2021,NA,,0%
% of Boys Not in Primary School,% of boys of primary school age,2009,8.28,,-2%
% of Boys Not in Primary School,% of boys of primary school age,2010,8.209999999999999,,-2%
% of Boys Not in Primary School,% of boys of primary school age,2011,8.4,,-2%
% of Boys Not in Primary School,% of boys of primary school age,2012,7.99,,-2%
% of Boys Not in Primary School,% of boys of primary school age,2013,7.6899999999999995,,-2%
% of Boys Not in Primary School,% of boys of primary school age,2014,8.03,,-2%
% of Boys Not in Primary School,% of boys of primary school age,2015,8.18,,-2%
% of Boys Not in Primary School,% of boys of primary school age,2016,7.930000000000001,,-2%
% of Boys Not in Primary School,% of boys of primary school age,2017,7.930000000000001,,-2%
% of Boys Not in Primary School,% of boys of primary school age,2018,7.56,,-2%
% of Boys Not in Primary School,% of boys of primary school age,2019,7.73,,-2%
% of Boys Not in Primary School,% of boys of primary school age,2020,8.01,,-2%
% of Boys Not in Primary School,% of boys of primary school age,2021,NA,,-2%
% of Children Not in Primary School,% of kids of primary school age,2009,9,,-1%
% of Children Not in Primary School,% of kids of primary school age,2010,8.870000000000001,,-1%
% of Children Not in Primary School,% of kids of primary school age,2011,8.89,,-1%
% of Children Not in Primary School,% of kids of primary school age,2012,8.62,,-1%
% of Children Not in Primary School,% of kids of primary school age,2013,8.370000000000001,,-1%
% of Children Not in Primary School,% of kids of primary school age,2014,8.78,,-1%
% of Children Not in Primary School,% of kids of primary school age,2015,8.99,,-1%
% of Children Not in Primary School,% of kids of primary school age,2016,8.8,,-1%
% of Children Not in Primary School,% of kids of primary school age,2017,8.78,,-1%
% of Children Not in Primary School,% of kids of primary school age,2018,8.55,,-1%
% of Children Not in Primary School,% of kids of primary school age,2019,8.639999999999999,,-1%
% of Children Not in Primary School,% of kids of primary school age,2020,8.76,,-1%
% of Children Not in Primary School,% of kids of primary school age,2021,NA,,-1%
School Enrollment,net primary school enrolment (% children of official school age who are enrolled in school to the population of the corresponding official school age(,2009,88.6,%,
School Enrollment,net primary school enrolment (% children of official school age who are enrolled in school to the population of the corresponding official school age(,2010,88.6,%,
School Enrollment,net primary school enrolment (% children of official school age who are enrolled in school to the population of the corresponding official school age(,2011,88.7,%,
School Enrollment,net primary school enrolment (% children of official school age who are enrolled in school to the population of the corresponding official school age(,2012,89,%,
School Enrollment,net primary school enrolment (% children of official school age who are enrolled in school to the population of the corresponding official school age(,2013,89,%,
School Enrollment,net primary school enrolment (% children of official school age who are enrolled in school to the population of the corresponding official school age(,2014,89.2,%,
School Enrollment,net primary school enrolment (% children of official school age who are enrolled in school to the population of the corresponding official school age(,2015,89.2,%,
School Enrollment,net primary school enrolment (% children of official school age who are enrolled in school to the population of the corresponding official school age(,2016,89.4,%,
School Enrollment,net primary school enrolment (% children of official school age who are enrolled in school to the population of the corresponding official school age(,2017,89.3,%,
School Enrollment,net primary school enrolment (% children of official school age who are enrolled in school to the population of the corresponding official school age(,2018,89.4,%,
School Enrollment,net primary school enrolment (% children of official school age who are enrolled in school to the population of the corresponding official school age(,2019,NA,%,
School Enrollment,net primary school enrolment (% children of official school age who are enrolled in school to the population of the corresponding official school age(,2020,NA,%,
School Enrollment,net primary school enrolment (% children of official school age who are enrolled in school to the population of the corresponding official school age(,2021,NA,%,
Girls Secondary School Enrollment,%,2009,60.7,,
Girls Secondary School Enrollment,%,2010,62.1,,
Girls Secondary School Enrollment,%,2011,63.3,,
Girls Secondary School Enrollment,%,2012,63.8,,
Girls Secondary School Enrollment,%,2013,64.8,,
Girls Secondary School Enrollment,%,2014,65.7,,
Girls Secondary School Enrollment,%,2015,65.8,,
Girls Secondary School Enrollment,%,2016,65.8,,
Girls Secondary School Enrollment,%,2017,66.3,,
Girls Secondary School Enrollment,%,2018,66.3,,
Girls Secondary School Enrollment,%,2019,NA,,
Girls Secondary School Enrollment,%,2020,NA,,
Girls Secondary School Enrollment,%,2021,NA,,
Expected Years of Schooling,The number of years a child of school entrance age can expect to receive if thecurrent age-specific enrollment rates persist throughout the child’s years ofschooling.,2009,11.58,years,9%
Expected Years of Schooling,The number of years a child of school entrance age can expect to receive if thecurrent age-specific enrollment rates persist throughout the child’s years ofschooling.,2010,11.729999999999999,years,9%
Expected Years of Schooling,The number of years a child of school entrance age can expect to receive if thecurrent age-specific enrollment rates persist throughout the child’s years ofschooling.,2011,11.96,years,9%
Expected Years of Schooling,The number of years a child of school entrance age can expect to receive if thecurrent age-specific enrollment rates persist throughout the child’s years ofschooling.,2012,12.11,years,9%
Expected Years of Schooling,The number of years a child of school entrance age can expect to receive if thecurrent age-specific enrollment rates persist throughout the child’s years ofschooling.,2013,12.26,years,9%
Expected Years of Schooling,The number of years a child of school entrance age can expect to receive if thecurrent age-specific enrollment rates persist throughout the child’s years ofschooling.,2014,12.42,years,9%
Expected Years of Schooling,The number of years a child of school entrance age can expect to receive if thecurrent age-specific enrollment rates persist throughout the child’s years ofschooling.,2015,12.53,years,9%
Expected Years of Schooling,The number of years a child of school entrance age can expect to receive if thecurrent age-specific enrollment rates persist throughout the child’s years ofschooling.,2016,12.69,years,9%
Expected Years of Schooling,The number of years a child of school entrance age can expect to receive if thecurrent age-specific enrollment rates persist throughout the child’s years ofschooling.,2017,12.709999999999999,years,9%
Expected Years of Schooling,The number of years a child of school entrance age can expect to receive if thecurrent age-specific enrollment rates persist throughout the child’s years ofschooling.,2018,12.709999999999999,years,9%
Expected Years of Schooling,The number of years a child of school entrance age can expect to receive if thecurrent age-specific enrollment rates persist throughout the child’s years ofschooling.,2019,12.729999999999999,years,9%
Expected Years of Schooling,The number of years a child of school entrance age can expect to receive if thecurrent age-specific enrollment rates persist throughout the child’s years ofschooling.,2020,12.8,years,9%
Expected Years of Schooling,The number of years a child of school entrance age can expect to receive if thecurrent age-specific enrollment rates persist throughout the child’s years ofschooling.,2021,12.78,years,9%
Women's MPs,% of representatives,2009,19.02,,34%
Women's MPs,% of representatives,2010,19.16,,34%
Women's MPs,% of representatives,2011,19.830000000000002,,34%
Women's MPs,% of representatives,2012,20.759999999999998,,34%
Women's MPs,% of representatives,2013,21.779999999999998,,34%
Women's MPs,% of representatives,2014,22.19,,34%
Women's MPs,% of representatives,2015,22.85,,34%
Women's MPs,% of representatives,2016,23.1,,34%
Women's MPs,% of representatives,2017,23.6,,34%
Women's MPs,% of representatives,2018,24.1,,34%
Women's MPs,% of representatives,2019,24.64,,34%
Women's MPs,% of representatives,2020,25.58,,34%
Women's MPs,% of representatives,2021,26.130000000000003,,34%
Electric Cars,as % of new sales,2009,NA,,
Electric Cars,as % of new sales,2010,0,,
Electric Cars,as % of new sales,2011,0.11,,
Electric Cars,as % of new sales,2012,0.19,,
Electric Cars,as % of new sales,2013,0.31,,
Electric Cars,as % of new sales,2014,0.41000000000000003,,
Electric Cars,as % of new sales,2015,0.6799999999999999,,
Electric Cars,as % of new sales,2016,0.89,,
Electric Cars,as % of new sales,2017,1.3900000000000001,,
Electric Cars,as % of new sales,2018,2.25,,
Electric Cars,as % of new sales,2019,2.66,,
Electric Cars,as % of new sales,2020,4.26,,
Electric Cars,as % of new sales,2021,NA,,
Price of Lithium Ion Battery Pack,volume weighted average,2009,NA,$USD 2020,-88%
Price of Lithium Ion Battery Pack,volume weighted average,2010,1191,$USD 2020,-88%
Price of Lithium Ion Battery Pack,volume weighted average,2011,924,$USD 2020,-88%
Price of Lithium Ion Battery Pack,volume weighted average,2012,726,$USD 2020,-88%
Price of Lithium Ion Battery Pack,volume weighted average,2013,668,$USD 2020,-88%
Price of Lithium Ion Battery Pack,volume weighted average,2014,592,$USD 2020,-88%
Price of Lithium Ion Battery Pack,volume weighted average,2015,384,$USD 2020,-88%
Price of Lithium Ion Battery Pack,volume weighted average,2016,295,$USD 2020,-88%
Price of Lithium Ion Battery Pack,volume weighted average,2017,221,$USD 2020,-88%
Price of Lithium Ion Battery Pack,volume weighted average,2018,181,$USD 2020,-88%
Price of Lithium Ion Battery Pack,volume weighted average,2019,157,$USD 2020,-88%
Price of Lithium Ion Battery Pack,volume weighted average,2020,137,$USD 2020,-88%
Price of Lithium Ion Battery Pack,volume weighted average,2021,NA,$USD 2020,-88%
Trees Planted / reforestation,,2009,NA,,
Trees Planted / reforestation,,2010,NA,,
Trees Planted / reforestation,,2011,NA,,
Trees Planted / reforestation,,2012,NA,,
Trees Planted / reforestation,,2013,NA,,
Trees Planted / reforestation,,2014,NA,,
Trees Planted / reforestation,,2015,NA,,
Trees Planted / reforestation,,2016,NA,,
Trees Planted / reforestation,,2017,NA,,
Trees Planted / reforestation,,2018,NA,,
Trees Planted / reforestation,,2019,NA,,
Trees Planted / reforestation,,2020,NA,,
Trees Planted / reforestation,,2021,NA,,
Deforestation,land covered by trees,2009,31.6,%,-1%
Deforestation,land covered by trees,2010,31.5,%,-1%
Deforestation,land covered by trees,2011,31.5,%,-1%
Deforestation,land covered by trees,2012,31.5,%,-1%
Deforestation,land covered by trees,2013,31.4,%,-1%
Deforestation,land covered by trees,2014,31.4,%,-1%
Deforestation,land covered by trees,2015,31.3,%,-1%
Deforestation,land covered by trees,2016,31.3,%,-1%
Deforestation,land covered by trees,2017,31.3,%,-1%
Deforestation,land covered by trees,2018,31.2,%,-1%
Deforestation,land covered by trees,2019,31.2,%,-1%
Deforestation,land covered by trees,2020,31.2,%,-1%
Deforestation,land covered by trees,2021,NA,%,-1%
Biodiversity,Global living planet index (1970=100%),2009,36.87713,%,
Biodiversity,Global living planet index (1970=100%),2010,35.2,%,
Biodiversity,Global living planet index (1970=100%),2011,33.4,%,
Biodiversity,Global living planet index (1970=100%),2012,32.4,%,
Biodiversity,Global living planet index (1970=100%),2013,31.7,%,
Biodiversity,Global living planet index (1970=100%),2014,31.7,%,
Biodiversity,Global living planet index (1970=100%),2015,31.6,%,
Biodiversity,Global living planet index (1970=100%),2016,31.1,%,
Biodiversity,Global living planet index (1970=100%),2017,30.9,%,
Biodiversity,Global living planet index (1970=100%),2018,30.9,%,
Biodiversity,Global living planet index (1970=100%),2019,NA,%,
Biodiversity,Global living planet index (1970=100%),2020,NA,%,
Biodiversity,Global living planet index (1970=100%),2021,NA,%,
Global CO2 emissions,billion t,2009,3.16,,
Global CO2 emissions,billion t,2010,3.34,,
Global CO2 emissions,billion t,2011,3.4499999999999997,,
Global CO2 emissions,billion t,2012,3.5,,
Global CO2 emissions,billion t,2013,3.53,,
Global CO2 emissions,billion t,2014,3.56,,
Global CO2 emissions,billion t,2015,3.56,,
Global CO2 emissions,billion t,2016,3.55,,
Global CO2 emissions,billion t,2017,3.61,,
Global CO2 emissions,billion t,2018,3.68,,
Global CO2 emissions,billion t,2019,3.71,,
Global CO2 emissions,billion t,2020,3.53,,
Global CO2 emissions,billion t,2021,3.71,,
Methane emissions,million t,2009,7.81,,
Methane emissions,million t,2010,7.91,,
Methane emissions,million t,2011,8.05,,
Methane emissions,million t,2012,8.139999999999999,,
Methane emissions,million t,2013,8.11,,
Methane emissions,million t,2014,8.27,,
Methane emissions,million t,2015,8.32,,
Methane emissions,million t,2016,8.229999999999999,,
Methane emissions,million t,2017,8.33,,
Methane emissions,million t,2018,8.49,,
Methane emissions,million t,2019,8.61,,
Methane emissions,million t,2020,NA,,
Methane emissions,million t,2021,NA,,
Foreign Aid,net official development assistance,2009,1.24,$USD bn,52%
Foreign Aid,net official development assistance,2010,1.28,$USD bn,52%
Foreign Aid,net official development assistance,2011,1.3900000000000001,$USD bn,52%
Foreign Aid,net official development assistance,2012,1.33,$USD bn,52%
Foreign Aid,net official development assistance,2013,1.51,$USD bn,52%
Foreign Aid,net official development assistance,2014,1.61,$USD bn,52%
Foreign Aid,net official development assistance,2015,1.46,$USD bn,52%
Foreign Aid,net official development assistance,2016,1.58,$USD bn,52%
Foreign Aid,net official development assistance,2017,1.6400000000000001,$USD bn,52%
Foreign Aid,net official development assistance,2018,1.6600000000000001,$USD bn,52%
Foreign Aid,net official development assistance,2019,1.62,$USD bn,52%
Foreign Aid,net official development assistance,2020,1.94,$USD bn,52%
Foreign Aid,net official development assistance,2021,NA,$USD bn,52%
GDP per capita,$USD,2009,13383,,17%
GDP per capita,$USD,2010,13892,,17%
GDP per capita,$USD,2011,14260,,17%
GDP per capita,$USD,2012,14528,,17%
GDP per capita,$USD,2013,14824,,17%
GDP per capita,$USD,2014,15149,,17%
GDP per capita,$USD,2015,15480,,17%
GDP per capita,$USD,2016,15803,,17%
GDP per capita,$USD,2017,16211,,17%
GDP per capita,$USD,2018,16607,,17%
GDP per capita,$USD,2019,16897,,17%
GDP per capita,$USD,2020,16185,,17%
GDP per capita,$USD,2021,NA,,17%
GDP growth per capita,%,2009,-2.5,,-232%
GDP growth per capita,%,2010,3.25,,-232%
GDP growth per capita,%,2011,2.13,,-232%
GDP growth per capita,%,2012,1.43,,-232%
GDP growth per capita,%,2013,1.61,,-232%
GDP growth per capita,%,2014,1.8900000000000001,,-232%
GDP growth per capita,%,2015,1.96,,-232%
GDP growth per capita,%,2016,1.6400000000000001,,-232%
GDP growth per capita,%,2017,2.22,,-232%
GDP growth per capita,%,2018,2.14,,-232%
GDP growth per capita,%,2019,1.52,,-232%
GDP growth per capita,%,2020,-4.29,,-232%
GDP growth per capita,%,2021,NA,,-232%
Economic Freedom,,2009,59.5,,4%
Economic Freedom,,2010,59.4,,4%
Economic Freedom,,2011,59.7,,4%
Economic Freedom,,2012,59.5,,4%
Economic Freedom,,2013,59.6,,4%
Economic Freedom,,2014,60.3,,4%
Economic Freedom,,2015,60.4,,4%
Economic Freedom,,2016,60.7,,4%
Economic Freedom,,2017,60.9,,4%
Economic Freedom,,2018,61.1,,4%
Economic Freedom,,2019,60.8,,4%
Economic Freedom,,2020,61.6,,4%
Economic Freedom,,2021,60,,4%
Economic Growth,GDP,2009,6.2,2015 USD,26%
Economic Growth,GDP,2010,6.49,2015 USD,26%
Economic Growth,GDP,2011,6.7,2015 USD,26%
Economic Growth,GDP,2012,6.88,2015 USD,26%
Economic Growth,GDP,2013,7.08,2015 USD,26%
Economic Growth,GDP,2014,7.29,2015 USD,26%
Economic Growth,GDP,2015,7.52,2015 USD,26%
Economic Growth,GDP,2016,7.73,2015 USD,26%
Economic Growth,GDP,2017,7.99,2015 USD,26%
Economic Growth,GDP,2018,8.25,2015 USD,26%
Economic Growth,GDP,2019,8.47,2015 USD,26%
Economic Growth,GDP,2020,8.19,2015 USD,26%
Economic Growth,GDP,2021,8.67,2015 USD,26%
